Orthogroup	Bombus_affinis.prot.fa.largestIsoform	Bombus_bifarius.prot.fa.largestIsoform	Bombus_pyrosoma.prot.fa.largestIsoform	Bombus_terrestris.prot.fa.largestIsoform	amellifera_eg_gene	dmelanogaster_eg_gene
OG0000045	LOC126916205, LOC126919967, LOC126920239	LOC117204453, LOC117206029, LOC117207844	LOC122565589, LOC122569289, LOC122570917, LOC122575564	LOC100644229, LOC100644323, LOC100645451, LOC100650203		FBgn0001216, FBgn0001216, FBgn0001217, FBgn0001218, FBgn0001230, FBgn0013275, FBgn0013276, FBgn0013277, FBgn0013278, FBgn0013279, FBgn0051354, FBgn0266599
OG0000046	LOC126926278, LOC126926279, LOC126926282, LOC126926284, LOC126929016	LOC117213146, LOC117213149, LOC117215253, LOC117215575, LOC117215990, LOC117217077, LOC117217078	LOC122572239, LOC122576868, LOC122576869, LOC122577473, LOC122577475, LOC122577477	LOC100642232, LOC100648006, LOC100648121, LOC100648853, LOC100650185, LOC105667062, LOC125386728		FBgn0036939
OG0000047	LOC126928642	LOC117209554	LOC122571954	LOC100642610		FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991, FBgn0265991
OG0000048	LOC126914467, LOC126914469, LOC126914471, LOC126914495, LOC126923122	LOC117206697, LOC117208280, LOC117208287	LOC122566978, LOC122566981, LOC122566982, LOC122566997, LOC122574647	LOC100643116, LOC100644287, LOC100646175, LOC100647160, LOC100649766		FBgn0003888, FBgn0003888, FBgn0003889, FBgn0003890, FBgn0003890, FBgn0284243, FBgn0284243
OG0000049	LOC126917571, LOC126917572, LOC126917573, LOC126917574, LOC126917575, LOC126917580	LOC117212967, LOC117212968, LOC117212971, LOC117212981, LOC117212983, LOC117212984	LOC122572230, LOC122572358, LOC122572359, LOC122572363, LOC122572728, LOC122572729, LOC122572730, LOC122572731, LOC122572732	LOC100645055, LOC100645294, LOC105665636, LOC110119693		
OG0000050	LOC126918049, LOC126923416, LOC126923436, LOC126923438, LOC126925190	LOC117207508, LOC117207517, LOC117208754, LOC117215840, LOC117217275	LOC122569901, LOC122573200, LOC122574953, LOC122575133, LOC122575284	LOC100642819, LOC100647119, LOC100647746, LOC100648096, LOC100648299		FBgn0003261, FBgn0003261, FBgn0003261, FBgn0035720, FBgn0035720
OG0000051	LOC126918695, LOC126923294	LOC117208319, LOC117208492	LOC122575198, LOC122577867	LOC100643274, LOC100649796	GeneID_551010, GeneID_551010, GeneID_551010, GeneID_551010, GeneID_551010, GeneID_551010, GeneID_551010	FBgn0028875, FBgn0028875, FBgn0032151, FBgn0032151, FBgn0032151, FBgn0032151, FBgn0032151, FBgn0032151, FBgn0086778, FBgn0086778
OG0000052	LOC126920991	LOC117206396	LOC122573920	LOC100648066		FBgn0003654, FBgn0003654, FBgn0003654, FBgn0003654, FBgn0003654, FBgn0003654, FBgn0003654, FBgn0003654, FBgn0003654, FBgn0003654, FBgn0003654, FBgn0003654, FBgn0052823, FBgn0053497, FBgn0053497, FBgn0053499, FBgn0067861, FBgn0067861, FBgn0283432, FBgn0283433, FBgn0283434
OG0000053	LOC126922270, LOC126922271, LOC126922272, LOC126922273, LOC126922282, LOC126922283		LOC122567554	LOC100642687, LOC100645947, LOC100646062, LOC105665778, LOC125385156, LOC125385157, LOC125385158, LOC125385159, LOC125385160, LOC125385161, LOC125385162, LOC125385163, LOC125385164, LOC125385165, LOC125385166, LOC125385167, LOC125385168, LOC125385169		
OG0000054	LOC126922762, LOC126924450, LOC126926590, LOC126926920	LOC117213308, LOC117215654	LOC122567344, LOC122567863, LOC122568009, LOC122568137, LOC122569959, LOC122571322, LOC122572074, LOC122574257, LOC122574355, LOC122574361, LOC122574515, LOC122576646, LOC122576923, LOC122577407, LOC122577481, LOC122577498, LOC122577508, LOC122577509	LOC105666598		
OG0000055		LOC117208484, LOC117210483, LOC117212144, LOC117212534, LOC117212608, LOC117213343, LOC117213880, LOC117214111, LOC117214114, LOC117214125, LOC117214131, LOC117214622, LOC117214636, LOC117215154, LOC117215172, LOC117215483, LOC117215508, LOC117215534, LOC117215536, LOC117215605, LOC117215721, LOC117215949, LOC117216084	LOC122566799	LOC100651035		
OG0000056						FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504, FBgn0033504
OG0000057	LOC126913793, LOC126915235, LOC126927455, LOC126927456, LOC126927458, LOC126927835, LOC126927963, LOC126927964, LOC126927974, LOC126928051, LOC126928111, LOC126928121, LOC126928130, LOC126928133, LOC126928253, LOC126928347, LOC126928373, LOC126928380, LOC126928406, LOC126928431, LOC126928460, LOC126928527, LOC126928584, LOC126928614					
OG0000058	LOC126917662, LOC126917663, LOC126917666	LOC117213919, LOC117213920, LOC117213923	LOC122571551, LOC122571552, LOC122571596, LOC122572050, LOC122572589, LOC122572590, LOC122572593, LOC122572594, LOC122574109, LOC122574132, LOC122576825, LOC122576827	LOC100643853, LOC105666204, LOC105666207		FBgn0030590, FBgn0030592, FBgn0266435
OG0000059	LOC126920325	LOC117207745	LOC122570690	LOC100647343		FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695, FBgn0264695
OG0000060	LOC126925067	LOC117207801, LOC117208516, LOC117212475, LOC117212593, LOC117212596, LOC117212779, LOC117213673, LOC117213817, LOC117215525	LOC122567995, LOC122568058, LOC122568089, LOC122568195, LOC122570231, LOC122570259, LOC122570268, LOC122570588, LOC122574134, LOC122575898, LOC122577099, LOC122577260, LOC122577261, LOC122577486			
OG0000061						FBgn0037224, FBgn0037225, FBgn0037227, FBgn0038487, FBgn0039434, FBgn0039435, FBgn0039436, FBgn0039437, FBgn0039437, FBgn0039438, FBgn0039439, FBgn0039440, FBgn0039441, FBgn0039443, FBgn0039444, FBgn0039448, FBgn0051080, FBgn0051081, FBgn0052569, FBgn0052570, FBgn0052571, FBgn0052574, FBgn0085334, FBgn0243586
OG0000062	LOC126918969, LOC126921073, LOC126921074, LOC126921075, LOC126921287, LOC126921288	LOC117206310, LOC117206425, LOC117206427, LOC117206428, LOC117206686	LOC122573624, LOC122573625, LOC122573626, LOC122573627, LOC122573730	LOC100642816, LOC100642936, LOC100643678, LOC100647803, LOC100648995, LOC105666343		FBgn0033696
OG0000063		LOC117212777, LOC117212778, LOC117213005, LOC117213006, LOC117213168, LOC117213178, LOC117213179, LOC117213180, LOC117213182, LOC117213229, LOC117213230, LOC117215511, LOC117215512, LOC117215513, LOC117215515, LOC117215516, LOC117215517, LOC117215518, LOC117215971, LOC117215972, LOC117216076, LOC117216077, LOC117216078				
OG0000064						FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408, FBgn0284408
OG0000065						FBgn0015010, FBgn0020508, FBgn0030562, FBgn0032853, FBgn0034623, FBgn0034624, FBgn0035042, FBgn0036070, FBgn0036072, FBgn0037879, FBgn0037888, FBgn0037889, FBgn0050486, FBgn0050488, FBgn0050488, FBgn0051296, FBgn0052679, FBgn0054002, FBgn0250842, FBgn0250842, FBgn0260766, FBgn0261848, FBgn0261848
OG0000066						FBgn0031181, FBgn0033648, FBgn0033651, FBgn0034023, FBgn0034272, FBgn0034456, FBgn0034457, FBgn0034458, FBgn0035019, FBgn0036083, FBgn0039079, FBgn0039080, FBgn0050081, FBgn0050464, FBgn0050468, FBgn0050469, FBgn0051225, FBgn0052058, FBgn0053971, FBgn0259185, FBgn0259187, FBgn0259193, FBgn0259194
OG0000067	LOC126914032	LOC117207509	LOC122566617	LOC100651588		FBgn0038826, FBgn0038826, FBgn0038826, FBgn0038826, FBgn0038826, FBgn0038826, FBgn0038826, FBgn0038826, FBgn0038826, FBgn0038826, FBgn0038826, FBgn0038826, FBgn0038826, FBgn0038826, FBgn0038826, FBgn0038826, FBgn0038826, FBgn0038826
OG0000068	LOC126915403, LOC126917109, LOC126918080, LOC126918081, LOC126924213	LOC117209920, LOC117211343, LOC117212687, LOC117212691, LOC117214870	LOC122568705, LOC122572402, LOC122572882, LOC122572883, LOC122575541	LOC100644974, LOC100645209, LOC100645338, LOC100650642, LOC100651734		FBgn0032026, FBgn0039207
OG0000069	LOC126916767	LOC117206013	LOC122578021	LOC100647135		FBgn0041195, FBgn0263111, FBgn0263111, FBgn0263111, FBgn0263111, FBgn0263111, FBgn0263111, FBgn0263111, FBgn0263111, FBgn0263111, FBgn0263111, FBgn0263111, FBgn0263111, FBgn0263111, FBgn0263111, FBgn0263111, FBgn0263111, FBgn0263111
OG0000070	LOC126919109	LOC117210927	LOC122571238	LOC100647365		FBgn0003435, FBgn0003435, FBgn0003435, FBgn0003435, FBgn0003435, FBgn0003435, FBgn0003435, FBgn0003435, FBgn0003435, FBgn0003435, FBgn0003435, FBgn0003435, FBgn0003435, FBgn0003435, FBgn0003435, FBgn0003435, FBgn0003435, FBgn0003435
OG0000071	LOC126923967, LOC126923970, LOC126923971, LOC126923972, LOC126923974, LOC126923975, LOC126923995, LOC126924499, LOC126924500	LOC117209863		LOC100646010, LOC100646127, LOC100646243, LOC100646362, LOC100647639, LOC100647647, LOC100647752, LOC100647761, LOC100647875, LOC100651742, LOC125386449, LOC125386450		
OG0000072		LOC117214113, LOC117214130, LOC117214603, LOC117214605, LOC117214997, LOC117215028, LOC117215156, LOC117215157, LOC117215174, LOC117215415, LOC117215418, LOC117215498, LOC117215507, LOC117215538, LOC117215539, LOC117215793, LOC117215903, LOC117215939, LOC117215943, LOC117216646, LOC117216655, LOC117216995				
OG0000073						FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696, FBgn0266696
OG0000074	LOC126924264, LOC126928721	LOC117205300, LOC117213255	LOC122571323, LOC122571482, LOC122571720, LOC122571740, LOC122571747, LOC122571749, LOC122571769, LOC122571770, LOC122571771, LOC122571772, LOC122572068, LOC122572069, LOC122577409, LOC122577512, LOC122577537	LOC105666730, LOC105667000		
OG0000075	LOC126914442	LOC117216849	LOC122566440	LOC100646583		FBgn0032456, FBgn0032456, FBgn0032456, FBgn0032456, FBgn0032456, FBgn0032456, FBgn0032456, FBgn0032456, FBgn0032456, FBgn0032456, FBgn0032456, FBgn0032456, FBgn0032456, FBgn0032456, FBgn0032456, FBgn0032456, FBgn0032456
OG0000076	LOC126914137	LOC117204252	LOC122566597	LOC100642686		FBgn0011747, FBgn0261788, FBgn0261788, FBgn0261788, FBgn0261788, FBgn0261788, FBgn0261788, FBgn0261788, FBgn0261788, FBgn0261788, FBgn0261788, FBgn0261788, FBgn0261788, FBgn0261788, FBgn0261788, FBgn0261788, FBgn0261788
OG0000077	LOC126915091, LOC126915092, LOC126915093, LOC126915094, LOC126915392	LOC117214853, LOC117214855, LOC117214856, LOC117214857, LOC117214858, LOC117214860	LOC122568316, LOC122568318, LOC122568319, LOC122568320	LOC100647524, LOC100647646, LOC100647883, LOC100648003, LOC125385318		FBgn0040256
OG0000078	LOC126916890, LOC126920082, LOC126920796, LOC126928026	LOC117208096	LOC122565959	LOC125384707, LOC125384729, LOC125384730, LOC125384731, LOC125384752, LOC125384754, LOC125384768, LOC125384769, LOC125384779, LOC125384788, LOC125387199, LOC125387211, LOC125387223, LOC125387227		FBgn0030913
OG0000079	LOC126921278, LOC126922554, LOC126927114, LOC126927115, LOC126927116, LOC126927117, LOC126927119, LOC126927525, LOC126927529, LOC126927530, LOC126927600, LOC126927601, LOC126927617, LOC126927621, LOC126927874, LOC126928005, LOC126928186, LOC126928223	LOC117216394	LOC122574335	LOC125386201		
OG0000080	LOC126922299	LOC117213187	LOC122567559	LOC100646179, LOC100646412, LOC125384646, LOC125385170, LOC125385171, LOC125385172, LOC125385173, LOC125385174, LOC125385175, LOC125385176, LOC125385177, LOC125385178, LOC125385179, LOC125385180, LOC125385181, LOC125385182, LOC125385183, LOC125385184		
OG0000081	LOC126924516	LOC117209783	LOC122576030	LOC100649514		FBgn0264908, FBgn0264908, FBgn0264908, FBgn0264908, FBgn0264908, FBgn0264908, FBgn0264908, FBgn0264908, FBgn0264908, FBgn0264908, FBgn0264908, FBgn0264908, FBgn0264908, FBgn0264908, FBgn0264908, FBgn0264908, FBgn0264908
OG0000082		LOC117204533, LOC117204798, LOC117204932, LOC117205755, LOC117208303, LOC117209709, LOC117212659, LOC117212748, LOC117213150, LOC117213263, LOC117213264, LOC117213321, LOC117213347, LOC117213380, LOC117214078, LOC117214558, LOC117215008, LOC117215125, LOC117215607, LOC117215766	LOC122577322			
OG0000083		LOC117208442, LOC117209472, LOC117211823, LOC117212476, LOC117212535, LOC117212663, LOC117213154, LOC117213278, LOC117213286, LOC117214557, LOC117214602, LOC117214895, LOC117215173, LOC117215198, LOC117215497, LOC117215509, LOC117215537, LOC117215722, LOC117215940, LOC117215942, LOC117216651				
OG0000084	LOC126927935	LOC117209721	LOC122569379	LOC100643162		FBgn0264574, FBgn0264574, FBgn0264574, FBgn0264574, FBgn0264574, FBgn0264574, FBgn0264574, FBgn0264574, FBgn0264574, FBgn0264574, FBgn0264574, FBgn0264574, FBgn0264574, FBgn0264574, FBgn0264574, FBgn0264574
OG0000085	LOC126928876, LOC126928877, LOC126928878, LOC126928879	LOC117209477, LOC117209478, LOC117209479, LOC117209481, LOC117209482, LOC117209483	LOC122571391, LOC122571392, LOC122571393, LOC122571394, LOC122571395	LOC100645453, LOC100645681, LOC100645800, LOC100645916, LOC100650945		
OG0000086	LOC126915937	LOC117206071	LOC122565691	LOC100645366		FBgn0053196, FBgn0053196, FBgn0053196, FBgn0053196, FBgn0053196, FBgn0053196, FBgn0053196, FBgn0053196, FBgn0053196, FBgn0053196, FBgn0053196, FBgn0053196, FBgn0053196, FBgn0053196, FBgn0053196, FBgn0053196
OG0000087	LOC126924020	LOC117208878	LOC122576008	LOC100644981		FBgn0264001, FBgn0264001, FBgn0264001, FBgn0264001, FBgn0264001, FBgn0264001, FBgn0264001, FBgn0264001, FBgn0264001, FBgn0264001, FBgn0264001, FBgn0264001, FBgn0264001, FBgn0264001, FBgn0264001, FBgn0264001
OG0000088	LOC126927907	LOC117210482, LOC117211851, LOC117212532, LOC117212772, LOC117213860, LOC117213862, LOC117215116, LOC117215139, LOC117215401, LOC117215406, LOC117215558, LOC117215562, LOC117215564, LOC117215834, LOC117215837, LOC117215891, LOC117216006, LOC117216258				FBgn0029656
OG0000089		LOC117213305, LOC117213342, LOC117213409, LOC117213411, LOC117213415, LOC117213419, LOC117213421, LOC117215265, LOC117215270, LOC117215273, LOC117215299, LOC117215301, LOC117215412, LOC117215414, LOC117216033, LOC117216059, LOC117216063, LOC117216118, LOC117216121, LOC117216123				
OG0000090						FBgn0028866, FBgn0032549, FBgn0032549, FBgn0032551, FBgn0036858, FBgn0050082, FBgn0050083, FBgn0050087, FBgn0050088, FBgn0050090, FBgn0050098, FBgn0050286, FBgn0050286, FBgn0053458, FBgn0053459, FBgn0053460, FBgn0053461, FBgn0053462, FBgn0263040, FBgn0263041
OG0000091						FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521, FBgn0283521
OG0000092	LOC126914352, LOC126914353, LOC126914354, LOC126914355	LOC117210759, LOC117210760, LOC117210761, LOC117210767	LOC122566564, LOC122566565, LOC122566566, LOC122566643	LOC100648473, LOC100648706, LOC125384597, LOC125384598		FBgn0033214, FBgn0033215, FBgn0033216
OG0000093	LOC126920225	LOC117207143	LOC122570715	LOC100645012	LOC411490, LOC411490, LOC411490, LOC411490, LOC411490, LOC411490, LOC411490, LOC411490, LOC411490, LOC411490, LOC411490	FBgn0045063, FBgn0045063, FBgn0045063, FBgn0045063
OG0000094	LOC126921613	LOC117205357	LOC122567592	LOC100646293		FBgn0013576, FBgn0013576, FBgn0013576, FBgn0013576, FBgn0013576, FBgn0013576, FBgn0013576, FBgn0013576, FBgn0013576, FBgn0013576, FBgn0013576, FBgn0013576, FBgn0013576, FBgn0013576, FBgn0013576
OG0000095		LOC117206299, LOC117208084, LOC117212750, LOC117213868, LOC117214137, LOC117214620, LOC117214623, LOC117214998, LOC117215030, LOC117215600, LOC117215602, LOC117216092, LOC117216101, LOC117216102, LOC117216103, LOC117216104, LOC117216106, LOC117216107, LOC117216140				
OG0000096						FBgn0023000, FBgn0023000, FBgn0028956, FBgn0034219, FBgn0035131, FBgn0035132, FBgn0035132, FBgn0035132, FBgn0035132, FBgn0035132, FBgn0035623, FBgn0035789, FBgn0035847, FBgn0035847, FBgn0045442, FBgn0045443, FBgn0045443, FBgn0050018, FBgn0052475
OG0000097	LOC126914696, LOC126914741, LOC126914742, LOC126914743, LOC126914749, LOC126914754, LOC126914757, LOC126914764, LOC126914798, LOC126926784, LOC126926788, LOC126926792, LOC126926826, LOC126926827, LOC126926928, LOC126927417, LOC126927622			LOC125384864		
OG0000098	LOC126915198	LOC117208622, LOC117213285, LOC117213439, LOC117213735, LOC117214093, LOC117214132, LOC117214134, LOC117214135, LOC117215124, LOC117215400, LOC117215437, LOC117215439, LOC117215478, LOC117215479	LOC122568132	LOC100652039		FBgn0031053
OG0000099	LOC126916606, LOC126917055, LOC126926087	LOC117207330, LOC117207540, LOC117214043	LOC122565894, LOC122572916, LOC122576997	LOC100648568, LOC100650720, LOC100651153		FBgn0000083, FBgn0000083, FBgn0000083, FBgn0030749, FBgn0030749, FBgn0030749
OG0000100	LOC126917941	LOC117213002	LOC122572823	LOC100646717		FBgn0029761, FBgn0029761, FBgn0029761, FBgn0029761, FBgn0029761, FBgn0029761, FBgn0029761, FBgn0029761, FBgn0029761, FBgn0029761, FBgn0029761, FBgn0029761, FBgn0029761, FBgn0029761
OG0000101	LOC126918179, LOC126918180, LOC126919043, LOC126919044	LOC117206571, LOC117206572, LOC117206650, LOC117206666, LOC117206717	LOC122571918, LOC122572274, LOC122573895, LOC122577877	LOC100645430, LOC100646577, LOC100646697, LOC100646817, LOC100647531		
OG0000102	LOC126919715, LOC126919717	LOC117210805	LOC122571507	LOC100648310, LOC105665841, LOC110119386		FBgn0261836, FBgn0261836, FBgn0261836, FBgn0261836, FBgn0261836, FBgn0261836, FBgn0261836, FBgn0261836, FBgn0261836, FBgn0261836, FBgn0261836
OG0000103	LOC126922054	LOC117208657	LOC122567764	LOC100650762		FBgn0003612, FBgn0003612, FBgn0003612, FBgn0003612, FBgn0003612, FBgn0003612, FBgn0003612, FBgn0003612, FBgn0003612, FBgn0003612, FBgn0003612, FBgn0003612, FBgn0003612, FBgn0003612
OG0000104	LOC126922628, LOC126922629, LOC126922630, LOC126927120, LOC126927818, LOC126927819, LOC126928030, LOC126928036, LOC126928139, LOC126928181, LOC126928184, LOC126928205, LOC126928252, LOC126928290, LOC126928389, LOC126928505, LOC126928650, LOC126928663					
OG0000105	LOC126923472, LOC126923473, LOC126923475, LOC126923773	LOC117205630, LOC117205640, LOC117217316	LOC122574707, LOC122574910, LOC122574911, LOC122574912	LOC100647552, LOC100648572, LOC100648691, LOC100650618		FBgn0029762, FBgn0033708, FBgn0033708
OG0000106	LOC126924964	LOC117215351	LOC122569935	LOC100643409		FBgn0034907, FBgn0050177, FBgn0261564, FBgn0261564, FBgn0261564, FBgn0261564, FBgn0261564, FBgn0261564, FBgn0261564, FBgn0261564, FBgn0261564, FBgn0261564, FBgn0261564, FBgn0261564
OG0000107	LOC126926082, LOC126927653	LOC117213283, LOC117213293, LOC117214893, LOC117216222	LOC122576883, LOC122577536	LOC100645275, LOC105666845, LOC105666983, LOC125384634, LOC125386613, LOC125386631, LOC125386755, LOC125386760, LOC125386803		FBgn0035999
